App_MyTT,ARPU_Nov24,ARPU_Dec24,ARPU_Jan25,Min_TT_Nov24,Min_TT_Dec24,Min_TT_Jan25,Min_HorsTT_Nov24,Min_HorsTT_Dec24,Min_HorsTT_Jan25,Min_TT_ServiceClient_Nov24,Min_TT_ServiceClient_Dec24,Min_TT_ServiceClient_Jan25,Nbr_Recharges_Nov24,Nbr_Recharges_Dec24,Nbr_Recharges_Jan25,Volume_Data_Nov24,Volume_Data_Dec24,Volume_Data_Jan25,Ancienneté_Abonné,Résiliation
0,52.288,37.849,0.0,8.23,18.24,0.0,7.58,1.53,0.0,0.0,0.0,0.0,3,6,0,200.77,0.0,0.0,2099,1
0,734.641,183.668,0.0,4.38,0.98,0.0,105.16,39.39,0.0,0.0,0.0,0.0,6,1,0,1580.84,0.0,0.0,244,1
0,106.9,141.25,58.31,30.48,60.38,20.28,139.34,193.28,23.98,0.0,0.0,0.0,8,5,1,0.0,0.0,0.0,334,1
0,44.55,0.0,0.0,0.88,0.0,0.0,96.14,0.0,0.0,7.01,0.0,0.0,6,0,0,0.0,0.0,0.0,2834,1
0,171.399,20.0,0.0,47.13,0.0,0.0,129.59,10.78,0.0,0.0,0.0,0.0,3,2,2,0.0,0.0,0.0,2569,1
0,107.607,44.703,0.0,87.53,3.38,0.0,164.59,38.16,0.0,25.31,1.36,0.0,6,3,0,0.0,0.0,0.0,330,1
0,56.851,0.0,0.0,4.95,0.0,0.0,5.63,0.0,0.0,0.0,0.0,0.0,5,0,0,144.43,0.0,0.0,642,1
0,51.196,0.0,126.923,11.03,0.0,1.55,19.29,0.0,2.63,0.0,0.0,0.0,1,1,7,0.0,0.0,632.2,1325,1
0,161.616,8.87,0.0,59.81,0.0,0.0,30.94,0.0,0.0,0.0,0.0,0.0,6,3,0,0.0,0.0,0.0,453,1
0,679.329,0.0,0.0,189.51,0.0,0.0,527.515,0.0,0.0,1.13,0.0,0.0,18,0,0,0.0,0.0,0.0,341,1
0,476.689,36.0,36.0,107.84,0.0,0.0,527.515,0.0,0.0,0.0,0.0,0.0,7,2,0,0.0,0.0,0.0,617,1
0,327.056,60.42,0.0,33.43,20.13,0.0,366.56,62.68,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,0.0,807,1
0,795.01625,0.0,205.869,31.11,0.0,9.59,527.515,0.0,361.43,0.0,0.0,0.0,19,0,13,0.0,0.0,0.0,225,1
0,561.831,634.6,0.0,4.98,26.99,0.0,370.34,513.1300000000001,0.0,0.0,0.0,0.0,16,14,0,0.0,0.0,0.0,844,1
0,231.09,0.0,0.0,27.33,0.0,0.0,325.13,0.0,0.0,0.0,0.0,0.0,7,2,0,0.0,0.0,0.0,342,1
0,275.541,29.256,0.0,1.08,2.56,0.0,377.91,55.18,0.0,0.0,6.94,0.0,15,4,0,0.0,0.0,0.0,756,1
0,795.01625,343.384,0.0,110.04,28.73,0.0,527.515,198.54,0.0,0.0,0.0,0.0,9,3,0,496.24,0.0,0.0,3197,1
0,795.01625,251.143,0.0,286.1175,272.965,0.0,221.44,46.26,0.0,0.05,0.0,0.0,7,4,5,0.0,0.0,0.0,363,1
0,350.246,72.0,799.2919999999999,89.56,13.64,0.0,264.33,70.39,0.0,1.18,0.0,0.0,1,0,0,0.0,0.0,0.0,431,1
0,65.51,101.487,351.126,18.69,11.28,0.0,31.96,47.88,30.76,0.0,0.0,0.0,1,3,1,0.0,0.0,0.0,3092,1
0,326.382,88.031,0.0,54.39,3.39,0.0,343.31,112.99,0.0,0.0,0.0,0.0,7,3,1,0.0,0.0,0.0,784,1
0,554.139,514.638,38.143,49.83,18.33,0.0,80.46,159.09,0.83,0.0,0.0,0.0,9,7,2,462.21,554.79,0.0,973,1
0,80.697,83.484,1.02,43.76,25.51,0.0,32.38,27.53,2.99,0.0,0.93,0.0,7,8,4,0.0,380.24,0.0,593,1
0,140.224,93.581,0.0,0.53,0.0,0.0,2.13,4.48,0.0,0.0,2.8,0.0,3,2,2,1129.0,0.0,0.0,448,1
0,224.43,67.095,0.1,50.53,0.26,0.0,184.53,23.48,0.18,0.06,0.0,0.0,12,4,0,0.0,0.0,0.0,194,1
0,222.948,0.0,0.0,2.0,0.0,0.0,293.43,0.0,0.0,0.0,0.0,0.0,10,0,0,0.0,0.0,0.0,222,1
0,321.582,0.0,0.0,2.96,0.0,0.0,171.63,0.0,0.0,0.0,0.0,0.0,19,3,0,0.0,0.0,0.0,313,1
0,0.0,0.0,244.204,0.0,0.0,24.73,0.0,0.0,50.36,0.0,0.0,0.0,1,2,6,0.0,0.0,500.7,2166,1
0,213.819,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1,637.39,0.0,0.0,361,1
0,463.748,45.65,0.0,120.86,0.0,0.0,527.515,79.58,0.0,0.0,0.0,0.0,8,2,2,0.0,0.0,0.0,802,1
1,571.627,219.431,0.0,286.1175,272.965,0.0,338.16,96.08,0.0,0.0,0.0,0.0,7,5,1,0.0,0.0,0.0,780,1
0,132.312,-5.0,0.0,85.58,0.0,0.0,23.74,0.0,0.0,0.0,0.0,0.0,10,4,0,0.0,0.0,0.0,482,1
1,795.01625,790.6380000000001,289.76,286.1175,272.965,94.61,527.515,513.1300000000001,260.03,0.0,6.15,0.0,10,6,2,304.69,213.98,0.0,1628,1
1,645.468,0.0,0.0,286.1175,0.0,0.0,70.31,0.0,0.0,0.0,0.0,0.0,19,5,0,0.0,0.0,0.0,767,1
0,106.121,0.0,0.0,19.53,0.0,0.0,19.63,0.0,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,0.0,1977,1
0,143.416,0.0,0.0,0.0,0.0,0.0,10.25,0.0,0.0,0.0,0.0,0.0,13,2,0,590.18,0.0,0.0,618,1
1,353.224,687.769,0.0,45.11,47.03,0.0,267.36,513.1300000000001,0.0,0.0,27.98,0.0,19,19,0,0.0,118.13,0.0,1121,1
1,795.01625,0.0,0.0,75.79,0.0,0.0,527.515,0.0,0.0,0.18,0.0,0.0,9,0,0,0.0,0.0,0.0,1116,1
0,376.407,9.84,0.0,47.14,0.0,0.0,100.74,18.59,0.0,0.0,0.0,0.0,5,0,0,115.76,0.0,0.0,742,1
0,93.9,56.642,0.0,2.83,6.44,0.0,52.01,31.58,0.0,5.93,5.05,0.0,9,5,3,0.0,0.0,0.0,310,1
0,140.199,0.0,0.0,0.0,0.0,0.0,56.48,0.0,0.0,17.0,0.0,0.0,3,1,1,817.82,0.0,0.0,689,1
0,137.909,1.33,0.0,24.24,0.9,0.0,120.14,0.66,0.0,0.0,0.0,0.0,9,2,4,0.0,0.0,0.0,296,1
1,538.692,790.6380000000001,114.946,286.1175,272.965,133.01,116.79,139.49,10.14,0.0,4.63,0.0,10,10,2,0.0,0.0,0.0,201,1
1,795.01625,0.0,0.0,91.33,0.0,0.0,527.515,0.0,0.0,10.29,0.0,0.0,19,3,0,0.0,0.0,0.0,755,1
0,101.75,40.5,0.0,6.66,1.43,0.0,35.28,6.28,0.0,0.0,0.0,0.0,2,1,2,0.0,0.0,0.0,374,1
0,399.306,0.69,0.0,286.1175,0.0,0.0,128.28,0.0,0.0,1.78,0.0,0.0,19,0,0,0.0,0.0,0.0,501,1
1,718.183,392.839,0.0,286.1175,272.965,0.0,415.36,127.09,0.0,0.41,2.26,0.0,19,7,0,0.0,0.0,0.0,1131,1
0,270.472,-5.0,0.0,274.01,0.0,0.0,35.48,0.0,0.0,7.71,0.0,0.0,6,1,0,0.0,0.0,0.0,385,1
1,354.263,790.6380000000001,155.589,240.16,272.965,134.18,22.83,84.21,24.13,0.0,17.76,15.96,5,10,3,0.0,0.0,0.0,867,1
0,350.338,23.0,0.0,105.74,0.0,0.0,479.69,19.86,0.0,0.0,0.0,0.0,19,0,2,0.0,0.0,0.0,603,1
0,138.649,0.0,0.0,10.88,0.0,0.0,138.54,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,0.0,190,1
1,296.513,44.038,255.223,131.41,0.0,0.0,190.48,0.0,0.0,0.0,0.0,0.0,4,4,2,0.0,0.0,0.0,2460,1
0,211.593,48.926,0.0,286.1175,34.43,0.0,56.58,0.71,0.0,0.0,0.0,0.0,6,1,0,0.0,0.0,0.0,257,1
0,215.596,0.89,0.0,1.71,0.0,0.0,167.59,1.48,0.0,0.0,0.0,0.0,15,2,4,0.0,0.0,0.0,413,1
0,246.459,0.0,0.0,138.66,0.0,0.0,223.66,0.0,0.0,1.18,0.0,0.0,9,2,4,0.0,0.0,0.0,213,1
1,332.937,392.908,0.0,286.1175,272.965,0.0,480.16,217.79,0.0,0.0,1.03,0.0,6,5,0,0.0,0.0,0.0,1581,1
0,86.714,41.451,1.0,0.0,0.0,0.0,29.96,1.09,0.0,5.19,2.16,0.0,3,5,3,0.0,0.0,0.0,1049,1
0,55.079,0.0,0.0,2.38,0.0,0.0,6.39,0.0,0.0,0.13,0.0,0.0,3,0,0,35.0,0.0,0.0,889,1
1,463.169,511.275,298.204,104.08,180.33,93.56,527.515,513.1300000000001,445.46,0.0,0.0,0.0,5,5,2,0.0,0.0,0.0,1383,1
0,162.257,388.013,0.0,0.0,0.0,0.0,0.08,8.29,0.0,0.0,0.0,0.0,11,19,1,545.26,1099.77,0.0,300,1
1,669.696,488.591,448.197,118.36,188.41,124.19,118.49,76.99,155.21,0.0,0.0,0.0,11,8,4,1464.77,1380.67,1019.65,406,1
0,223.38,0.0,0.0,54.86,0.0,0.0,168.36,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,2831,1
1,778.034,0.0,0.0,286.1175,0.0,0.0,527.515,0.0,0.0,0.0,0.0,0.0,12,1,0,0.0,0.0,0.0,1190,1
1,467.562,98.233,17.429,286.1175,51.79,0.0,509.36,246.39,1.05,0.0,7.14,4.98,19,7,3,0.0,16.91,0.0,1013,1
1,795.01625,790.6380000000001,700.97,139.44,148.93,64.18,200.68,367.98,446.39,18.08,0.0,0.0,15,12,7,3553.36,3087.88,0.0,1865,1
0,128.735,0.0,0.0,155.26,0.0,0.0,25.76,0.0,0.0,5.44,0.0,0.0,6,0,0,0.0,0.0,0.0,202,1
0,217.337,104.161,0.0,1.06,0.66,0.0,241.16,96.48,0.0,0.11,0.0,0.0,3,3,0,0.0,0.0,0.0,930,1
0,211.338,193.457,72.999,82.16,42.83,26.83,71.01,101.26,54.84,0.0,9.96,0.0,6,6,5,0.0,0.0,0.0,656,1
1,674.903,678.882,416.826,286.1175,272.965,262.38,238.66,219.89,62.31,0.0,0.0,0.0,15,16,10,305.96,237.66,0.0,1345,1
0,142.231,0.0,0.0,195.23,0.0,0.0,21.28,8.76,0.0,0.0,0.0,0.0,3,3,2,0.0,0.0,0.0,1664,1
0,256.4,14.61,24.421,61.89,2.25,0.13,160.31,10.48,0.0,0.0,0.0,0.0,6,5,4,0.0,0.0,0.0,932,1
0,257.843,50.69,26.665,21.89,0.8,0.0,352.46,80.28,19.53,0.0,0.0,0.0,5,2,2,0.0,0.0,0.0,730,1
1,11.25,270.773,799.2919999999999,0.0,18.49,13.53,0.0,492.11,504.935,0.0,0.0,0.13,1,14,18,0.0,0.0,0.0,1125,1
1,271.96,297.223,99.08,73.09,20.23,2.21,251.91,326.59,24.03,8.94,1.51,0.0,8,5,0,0.0,0.0,0.0,474,1
0,213.538,0.0,0.0,0.98,0.0,0.0,54.46,0.0,0.0,0.0,0.0,0.0,19,1,1,0.0,0.0,0.0,480,1
0,5.35,330.405,75.344,7.06,36.31,5.01,1.84,57.34,11.96,0.0,0.0,3.68,1,18,8,0.0,934.66,295.18,307,1
0,323.328,178.646,0.0,110.39,41.54,0.0,414.59,142.11,0.0,0.0,0.0,0.0,12,10,0,0.03,0.0,0.0,762,1
0,70.315,37.751,21.412,5.13,0.0,0.41,32.43,16.24,5.59,0.0,0.0,0.0,4,2,4,0.0,0.0,0.0,280,0
1,206.12,274.925,173.694,45.36,21.24,3.11,29.48,24.01,2.06,0.0,0.0,0.0,5,4,5,1869.93,1600.48,916.95,740,0
1,428.165,645.807,540.531,286.1175,17.66,181.63,527.515,513.1300000000001,504.935,0.0,7.25,0.0,9,7,9,0.0,0.0,0.0,699,0
1,795.01625,721.424,799.2919999999999,134.94,68.54,137.88,501.38,513.1300000000001,379.81,1.08,0.0,0.0,6,5,4,647.49,872.22,699.49,2537,0
1,88.537,413.337,370.389,20.14,272.965,262.38,73.54,386.68,224.44,0.0,0.0,0.0,9,19,18,0.0,0.0,0.0,864,0
1,456.555,790.6380000000001,799.2919999999999,286.1175,272.965,262.38,131.44,207.39,193.99,1.18,0.0,0.0,8,13,10,0.0,1145.71,1090.42,1389,0
0,150.959,89.89,121.36,31.68,16.83,20.24,125.88,104.53,138.39,0.0,0.0,0.0,4,0,0,0.0,0.0,0.0,2420,0
1,27.02,359.471,211.316,0.35,19.89,43.33,68.93,506.69,388.86,0.0,0.0,0.0,3,19,7,0.0,0.0,0.0,705,0
1,795.01625,790.6380000000001,657.56,286.1175,272.965,262.38,295.74,294.68,238.01,3.5,0.0,0.0,7,10,5,0.0,0.0,0.0,2593,0
1,165.166,404.835,469.195,9.91,10.19,14.88,141.26,62.31,207.21,0.0,0.0,0.0,5,8,4,0.0,145.91,885.32,1416,0
1,186.902,599.087,555.822,24.31,272.965,262.38,30.2,513.1300000000001,504.935,0.0,0.0,0.0,2,8,5,0.0,0.0,0.0,3301,0
1,338.284,270.808,524.468,117.31,116.11,181.24,233.04,199.69,304.26,1.68,0.0,0.0,2,3,2,0.0,0.0,0.0,2576,0
1,278.97,208.975,189.825,36.39,24.04,66.18,201.96,108.41,134.91,0.0,0.0,0.0,6,8,7,0.0,0.0,0.0,221,0
1,131.389,302.75,312.041,18.66,86.73,59.31,95.81,204.84,223.64,0.0,0.0,0.0,5,8,7,0.0,0.0,0.0,2221,0
0,0.0,244.696,290.784,0.0,4.56,49.16,0.41,2.44,19.63,0.0,0.46,5.38,3,6,12,0.0,1772.77,833.01,3164,0
1,307.597,363.252,384.185,13.94,18.86,31.33,359.96,386.96,373.34,2.65,0.0,0.0,6,7,4,0.0,0.0,0.0,642,0
0,115.837,39.024,105.7,21.24,27.44,8.61,19.53,20.29,51.68,0.0,0.0,0.0,3,3,0,0.0,0.0,0.0,2847,0
1,359.424,523.905,253.788,117.66,76.78,47.03,273.09,293.51,134.73,0.0,0.0,0.0,4,5,3,0.0,0.0,0.0,1883,0
1,398.75,622.685,799.2919999999999,156.54,234.69,153.34,410.41,513.1300000000001,415.91,0.0,0.0,0.0,3,5,3,0.0,0.0,569.06,3107,0
1,245.185,387.969,267.639,45.19,144.44,69.64,243.93,513.1300000000001,421.63,0.0,0.13,0.0,5,6,9,0.0,0.0,0.0,207,0
1,538.933,159.757,244.798,117.01,35.78,40.99,125.86,176.23,207.58,0.0,0.0,0.0,4,2,1,106.11,0.0,0.0,3108,0
0,149.479,248.407,131.806,10.14,8.93,0.75,16.14,43.99,16.81,0.0,0.0,0.93,8,8,7,120.53,110.09,144.29,280,0
1,244.573,215.661,218.804,0.0,0.0,0.0,3.61,0.0,0.0,0.0,0.0,0.0,3,4,2,342.42,388.71,280.71,205,0
0,212.097,212.787,110.115,47.48,61.49,15.81,78.78,57.58,43.88,0.0,0.0,0.0,5,5,2,0.0,0.0,0.0,3048,0
0,31.079,54.628,85.984,0.0,8.5,12.28,29.14,40.58,67.26,0.0,0.0,0.0,3,5,6,0.0,0.0,0.0,2258,0
0,40.203,63.812,29.143,1.6,3.71,0.01,23.23,98.66,24.79,0.91,0.0,0.0,2,8,3,0.0,0.0,0.0,1307,0
0,109.945,7.58,75.505,0.0,0.0,1.76,116.24,7.13,75.21,1.18,2.0,2.18,2,0,2,0.0,0.0,0.0,441,0
1,260.84,317.064,327.639,17.68,3.98,3.79,478.26,461.86,477.24,0.0,0.0,0.0,5,6,4,0.0,0.0,0.0,2817,0
0,-14.0,71.589,135.961,72.88,53.88,101.36,103.18,50.51,70.74,0.0,0.0,0.0,1,3,4,0.0,0.0,0.0,790,0
0,121.617,54.538,0.0,24.63,1.7,0.0,85.81,47.16,0.0,0.0,0.0,0.0,7,3,1,0.0,0.0,0.0,353,0
1,423.126,412.96,365.238,110.24,98.44,83.34,378.69,315.54,285.71,0.0,0.0,0.0,12,11,9,0.0,0.0,0.0,581,0
0,105.847,136.531,141.367,19.39,8.78,15.39,42.36,79.61,57.78,0.0,0.0,0.0,6,9,7,0.0,0.0,0.0,777,0
1,430.382,469.813,458.23,118.03,138.09,150.61,277.34,379.31,265.64,0.0,0.0,0.0,6,4,11,242.79,263.77,1386.67,2006,0
0,94.84,155.792,120.272,11.39,37.33,38.08,80.14,174.08,141.69,0.0,0.0,0.0,4,11,6,0.0,0.0,0.0,453,0
0,85.3,35.25,5.98,12.23,0.0,4.94,19.79,0.0,1.65,0.0,0.0,0.0,2,2,3,0.0,0.0,0.0,1354,0
0,85.631,263.249,198.476,7.64,2.5,2.41,50.64,39.19,4.01,0.0,0.0,0.0,10,19,18,0.0,24.09,131.93,2335,0
1,265.039,96.067,294.256,2.83,3.49,33.84,50.68,42.99,135.04,0.0,0.16,16.73,5,5,10,257.45,0.0,80.52,1021,0
1,271.2,419.376,287.503,27.41,4.08,4.08,104.86,142.73,138.68,0.0,0.0,0.0,6,4,5,0.0,537.29,0.0,3923,0
0,172.118,71.0,79.025,248.28,31.44,101.94,30.86,9.79,6.03,0.0,0.0,0.0,5,1,3,0.0,0.0,0.0,1907,0
1,496.567,269.671,140.938,53.96,41.38,37.29,376.11,462.18,189.94,0.0,0.0,0.0,11,10,4,0.0,0.0,0.0,1049,0
0,165.99,63.876,343.296,14.46,2.04,2.05,22.29,0.0,9.74,2.93,0.0,0.0,3,5,18,0.0,72.36,554.7,3107,0
1,243.1,726.471,511.047,0.0,0.0,0.06,1.28,9.93,0.74,0.0,0.0,0.0,2,8,5,426.47,561.06,887.0,1386,0
1,327.216,236.32,286.13,132.41,75.53,147.33,272.26,221.94,267.26,0.0,0.0,0.0,5,4,2,0.0,159.73,0.0,1405,0
1,4.5,259.847,361.724,0.0,0.0,5.11,1.01,332.73,440.61,0.0,0.78,0.0,2,4,5,0.0,0.0,0.0,356,0
0,266.791,51.68,234.587,29.28,11.83,59.04,308.28,56.64,331.11,0.0,0.0,0.0,10,6,6,0.0,0.0,0.0,1697,0
0,94.982,129.048,125.956,75.26,257.98,154.49,76.58,82.59,48.64,0.0,0.0,0.0,2,5,3,0.0,0.0,0.0,2814,0
1,260.071,245.631,211.747,26.13,55.38,50.09,161.98,144.83,144.41,0.0,0.0,0.0,6,8,3,0.0,0.0,0.0,2736,0
0,0.22,87.261,59.216,0.0,38.03,26.28,0.01,19.06,28.34,0.0,0.0,0.0,1,2,2,0.0,0.0,0.0,473,0
0,45.49,104.785,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,1,270.26,555.51,0.0,1006,0
1,636.826,104.721,0.36,286.1175,212.54,0.59,39.58,17.51,0.0,0.0,0.0,0.0,10,7,2,0.0,0.0,0.0,815,0
1,207.479,229.73,137.316,191.11,187.88,3.8,47.56,95.33,79.36,0.0,0.03,0.0,11,10,8,0.0,0.0,0.0,296,0
0,0.0,0.0,175.506,0.0,0.0,27.84,0.0,0.0,77.94,0.0,0.0,0.0,1,2,11,0.0,0.0,47.04,1777,0
0,32.055,106.096,73.453,5.33,31.09,5.83,6.28,65.81,52.18,0.0,8.15,0.0,4,6,2,0.0,0.0,0.0,390,0
0,187.24,93.664,212.12,9.84,4.71,32.28,122.29,126.58,115.19,0.0,0.13,0.0,1,5,0,0.0,0.0,0.0,1074,0
0,51.37,80.181,13.4,0.0,0.0,1.56,3.86,9.84,5.29,0.0,0.0,0.0,2,2,3,0.0,0.0,0.0,467,0
1,174.065,291.813,188.62,28.11,97.09,41.83,23.39,45.29,22.46,0.03,0.0,0.0,11,14,14,66.7,0.0,108.23,346,0
1,254.67,543.765,80.31,286.1175,272.965,98.09,104.39,141.28,32.08,0.0,0.08,0.0,9,13,6,0.0,1919.81,0.0,394,0
1,349.56,454.527,168.425,98.08,40.51,75.03,527.515,513.1300000000001,376.73,0.0,0.0,0.0,1,3,1,0.0,0.0,0.0,2135,0
1,97.23,174.67,369.228,65.34,77.04,45.64,19.91,75.49,276.68,0.0,0.0,0.0,5,9,17,0.0,0.0,0.0,1902,0
1,122.004,468.583,582.991,63.26,218.19,262.38,63.88,513.1300000000001,504.935,0.0,0.0,0.0,4,8,6,0.0,0.0,0.0,840,0
1,795.01625,790.6380000000001,799.2919999999999,150.39,142.16,204.31,435.63,264.19,458.88,0.0,0.0,0.0,16,17,9,793.29,1734.14,869.29,291,0
1,279.38,633.929,351.283,74.84,183.54,63.49,245.93,513.1300000000001,198.71,0.0,0.0,0.0,8,8,6,0.0,0.0,0.0,459,0
1,653.426,280.033,207.632,42.46,18.44,19.01,348.61,89.83,70.98,0.0,0.0,0.0,6,2,3,0.0,146.71,129.83,3197,0
1,355.542,253.392,265.965,286.1175,272.965,262.38,35.14,26.59,33.84,0.0,0.0,0.0,16,13,17,0.0,0.0,0.0,680,0
1,122.146,295.05,421.653,0.99,0.89,6.28,54.88,90.06,140.63,0.55,0.0,0.0,4,18,18,448.05,275.83,198.85,338,0
0,76.323,100.658,81.368,44.19,46.74,44.98,27.14,45.06,27.28,0.0,0.0,0.0,4,6,4,0.0,0.0,0.0,1933,0
1,370.546,259.503,302.919,286.1175,236.94,262.38,125.39,85.46,100.08,0.0,0.0,0.0,15,7,14,0.0,0.0,0.04,958,0
0,190.113,118.002,207.968,83.44,46.11,126.26,106.81,25.78,124.16,0.0,0.0,0.0,13,7,12,0.0,0.0,0.0,467,0
0,86.95,135.818,213.554,22.28,48.66,28.38,14.39,26.41,24.43,0.0,0.96,0.0,3,5,7,0.0,0.0,0.0,1470,0
1,330.108,523.37,264.334,32.81,26.38,17.56,208.38,322.48,167.86,3.76,1.53,0.0,15,19,17,0.0,153.58,85.48,309,0
0,125.781,117.471,172.854,3.06,1.06,26.76,119.21,106.81,107.04,0.0,0.0,0.0,4,5,5,0.0,0.0,0.0,2958,0
1,246.313,200.94,219.644,286.1175,142.16,138.18,49.76,145.61,148.44,0.0,0.0,0.0,6,5,5,0.0,0.0,0.0,837,0
1,517.143,397.338,400.971,115.04,113.01,151.86,527.515,506.08,504.935,0.0,0.0,0.0,14,9,12,0.0,0.0,0.0,1253,0
0,107.274,105.182,97.047,4.28,8.09,2.36,97.13,88.89,81.94,0.0,0.0,0.0,5,6,4,0.0,0.0,0.0,2055,0
1,301.25,205.96,197.909,80.06,49.04,83.38,287.78,177.06,159.98,0.0,0.0,0.0,9,9,7,0.0,5.1,0.0,2521,0
0,272.595,0.0,20.75,286.1175,0.0,4.45,163.79,0.0,1.46,0.0,0.0,0.73,9,4,0,0.0,0.0,0.0,243,0
0,227.526,172.424,165.69,286.1175,265.63,262.38,21.64,63.89,10.81,0.0,0.0,0.0,6,11,6,0.0,0.0,0.0,2037,0
0,87.341,42.421,20.7,17.79,0.65,12.63,42.56,29.09,40.68,0.0,0.0,0.36,4,4,4,0.0,0.0,0.0,816,0
0,160.947,-5.0,5.0,41.79,0.0,0.0,132.96,0.0,0.0,5.73,0.0,0.0,8,3,0,0.0,0.0,0.0,921,0
0,256.957,76.598,27.613,62.51,7.69,1.01,405.76,92.73,38.08,0.0,0.0,0.0,14,6,3,0.0,0.0,0.0,933,0
0,167.878,167.863,133.847,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,4,5,3,420.82,571.87,299.82,2205,0
0,184.566,164.094,186.834,24.24,3.78,10.99,126.94,134.76,164.34,0.0,0.0,0.0,3,5,4,0.0,0.0,0.0,368,0
1,42.472,270.209,329.208,2.58,72.74,189.29,4.75,137.66,375.06,0.06,4.54,7.91,1,7,8,0.0,0.0,0.0,487,0
0,94.421,116.911,-5.0,43.58,87.96,0.0,91.29,202.94,2.31,13.56,2.13,2.31,6,4,3,0.0,0.0,0.0,493,0
0,93.651,103.153,97.156,2.63,4.68,4.68,108.44,99.14,91.98,0.0,0.0,0.0,2,3,2,0.0,0.0,0.0,2372,0
1,795.01625,790.6380000000001,799.2919999999999,114.56,36.89,63.06,527.515,300.68,407.93,2.83,0.3,4.43,9,5,7,0.0,874.3,819.16,2085,0
0,135.55,86.23,6.0,0.0,0.0,1.01,10.39,4.03,1.31,0.0,0.0,0.0,5,2,1,518.49,0.0,0.0,194,0
0,204.695,1.75,0.0,271.13,0.0,0.0,181.19,0.35,0.0,0.0,0.0,0.0,5,3,2,0.0,0.0,0.0,321,0
0,101.99,56.932,120.734,22.24,17.14,8.44,71.31,54.34,48.84,0.0,9.19,13.1,5,3,4,0.0,0.0,84.21,946,0
1,795.01625,790.6380000000001,799.2919999999999,286.1175,228.16,157.94,527.515,513.1300000000001,504.935,5.8,0.0,0.45,16,16,16,0.0,0.0,0.0,2838,0
1,396.538,423.159,0.0,236.79,250.99,0.0,7.69,10.66,0.0,0.0,0.0,0.0,4,5,0,0.0,0.0,0.0,223,0
0,38.394,204.074,217.651,26.23,87.61,77.79,19.29,319.26,171.59,0.0,4.25,0.0,5,4,13,57.06,0.0,0.0,841,0
0,67.203,47.512,19.234,0.0,0.1,0.0,0.69,30.48,3.85,0.0,0.0,0.0,3,5,4,0.0,0.0,0.0,245,0
0,66.332,102.59,51.126,0.0,7.24,3.16,89.11,103.98,66.11,0.0,0.0,0.0,4,4,2,0.0,0.0,0.0,1445,0
0,52.558,12.57,96.397,22.44,1.01,24.18,34.49,12.69,97.33,0.0,0.0,0.0,2,4,4,0.0,0.0,0.0,3065,0
